id_cycle,Sense_current,Battery_current,Current_ratio,Battery_impedance,Rectified_impedance,Re,Rct,ambient_temperature,time
68,(811.0938491821289-24.993683377901714j),(315.9525869687398+0.1480347216129303j),(2.4903815439408628-0.2581721899403153j),(-0.4416886468865809-0.10606993924108864j),(0.06945913611876313-0.0004519406083864051j),0.04526547818261783,0.0681437253042456,24.0,2008.0
70,(808.9486185709635-24.022298276424408j),(317.8022532463074-1.2669633726278942j),(2.488374661601798-0.2517390791815492j),(-0.5290932227644674+0.030633232193839j),(0.06053558733203188-0.00016210826644996713j),0.0463622366817154,0.07193029860543036,24.0,2008.0
72,(810.8303298950195-24.79180920124054j),(316.52613592147827-0.5255938271681467j),(2.487354946040948-0.24936544369844074j),(-0.44235550334503465-0.103682544187284j),(0.06841292635430102-0.0003780860367032441j),0.04448371577743467,0.06782555719716843,24.0,2008.0
74,(808.8175951639811-24.407792190710705j),(318.09311723709106-0.7006420989831289j),(2.4848999768910627-0.25550788188688794j),(-0.5302162152795793+0.039652726739937534j),(0.05949505912314095-0.00040151456756371587j),0.04482791300205649,0.07288826952758304,24.0,2008.0
76,(810.7937609354655-24.53742527961731j),(316.1244297027588-0.5747006138165792j),(2.4885346747162704-0.253768596199165j),(-0.4439675331044126-0.10536530182404635j),(0.06547818047895555-0.0008447355864004386j),0.044414164859100456,0.06885805241213436,24.0,2008.0
78,(807.9450594584147-24.09947407245636j),(318.80124282836914-1.317659040292104j),(2.479376434297543-0.25079340671781214j),(-0.5355163357641006+0.06454037889980797j),(0.059624709281215084-0.00031973178279212156j),0.04466450679894579,0.0727868237536811,24.0,2008.0
80,(810.715924580892-24.932523488998413j),(316.46088377634686-0.31936002771059674j),(2.4952126827994996-0.25576448080708764j),(-0.4458430618652683-0.10176886092464692j),(0.06800548166579581+0.00014706436373718997j),0.04453544590029642,0.06779434699116274,24.0,2008.0
82,(807.4452565511068-24.29490860303243j),(319.2865346272786-0.6972097357114156j),(2.4747660869310555-0.25850916186893746j),(-0.5297646986944688+0.02583656396108523j),(0.05844441022888731-0.00010166915701957859j),0.045021352455558016,0.06940408185539676,24.0,2008.0
86,(829.1235682169596-25.446974277496338j),(322.53138367335004-2.6117694675922394j),(2.5332248143786438-0.23868088589706646j),(0.16811833204846469-0.12331657689101312j),(0.06784448432501687-0.000728617434868196j),0.04610646564263781,0.07041083307756363,24.0,2008.0
88,(830.5975176493326-26.038933753967285j),(321.02385632197064-1.7634378969669342j),(2.5465389582206943-0.24563586885805147j),(0.1671147063447002-0.12721796685237852j),(0.0711673544882422-0.0008518741361563867j),0.04646251600050638,0.06993774302336724,24.0,2008.0
90,(829.0648358662924-25.406577626864117j),(322.50908247629803-2.2641139229138694j),(2.531514957549645-0.24219364582194322j),(0.16627789136861124-0.12430945567162205j),(0.06885221240150682-0.0005123061524860675j),0.04766732499763113,0.06870142026856427,24.0,2008.0
92,(830.6080983479818-25.53426678975423j),(320.82721932729083-1.9788780609766643j),(2.547218702814706-0.24115847561439432j),(0.16775943108492816-0.12756203211540043j),(0.07237581815070392-0.001202809327421383j),0.047723854511199836,0.06950417544214327,24.0,2008.0
94,(828.9198048909506-25.384531617164612j),(322.55579503377277-2.4317802488803864j),(2.5279762658270735-0.23882173655426672j),(0.16762269872767818-0.12376381345495041j),(0.06944889097972788-0.0013223030113926795j),0.047867695187258676,0.06782851501053842,24.0,2008.0
96,(830.3476053873698-25.736209472020466j),(321.001829624176-1.888811508814494j),(2.5494479139015263-0.24107572762796992j),(0.16483234884153447-0.12782080650487473j),(0.07116849518800789-0.0004204360815683016j),0.04694022963323793,0.069661211991841,24.0,2008.0
98,(828.8361371358236-25.54783095916112j),(322.9926258722941-2.199047644933065j),(2.525657820420492-0.23877147551716607j),(0.16725251651534964-0.12551758563208884j),(0.06947673213869775-0.0014468819467707602j),0.04561341908372298,0.0690386303340568,24.0,2008.0
100,(831.732282002767-25.87773819764455j),(319.9562783241272-1.7911187410354614j),(2.560399810912623-0.24221897097477094j),(0.16652461539161043-0.12655675339279526j),(0.07189495412057192-0.0008109766530903493j),0.04702798243208014,0.07112946749607083,24.0,2008.0
102,(829.3547782897949-25.590768655141193j),(322.0963719685872-2.222263733545939j),(2.5390297324228603-0.24027348935288437j),(0.16626507993208073-0.12447011336367704j),(0.07045069060287393-0.0006542241207983965j),0.046728872338830586,0.06971129972921941,24.0,2008.0
104,(831.9798711140951-25.575583974520367j),(319.356379032135-2.0894909302393594j),(2.5635387252714437-0.2441941774895702j),(0.167437290358979-0.12714180912993525j),(0.07211704596344876-0.000985587681689398j),0.04775538026267164,0.07167079612312527,24.0,2008.0
106,(829.2950846354166-25.478660960992176j),(322.2261710166931-2.3684638937314353j),(2.5355821481940217-0.24320513565307555j),(0.16678584507704455-0.12404390642305065j),(0.06935507363296363-0.0011253510856774943j),0.046916225196282,0.06913343554751465,24.0,2008.0
108,(831.1078987121582-25.955058813095093j),(320.50560331344604-1.7035143474737804j),(2.5509522317565927-0.2436311787019809j),(0.1684846515996444-0.12732456398571207j),(0.0713659642729286-0.0011491575752702893j),0.047022939446838434,0.06976696183555635,24.0,2008.0
110,(828.9179801940918-25.642103572686512j),(322.47125848134357-2.2470856507619223j),(2.5316541875718213-0.2477723972994793j),(0.16726031562160623-0.12389589944240526j),(0.06914215422333483-0.0011133113705448913j),0.046604793185003,0.06852215228822905,24.0,2008.0
112,(831.7058296203613-25.706363280614216j),(320.10579538345337-2.2717819809913635j),(2.555857600615423-0.24586678535892062j),(0.16553844036136983-0.125692970412424j),(0.07046325849341473-0.0010980756288576855j),0.046245370477528074,0.0719248993978976,24.0,2008.0
114,(829.4779904683431-25.34033238887787j),(321.8003288904826-2.3328966796398163j),(2.5382227325715276-0.245704284940346j),(0.16714365300234812-0.12408921045201145j),(0.06898977560293752-0.0005662720261797827j),0.04683293993011125,0.06946896899621643,24.0,2008.0
116,(831.8329429626465-25.51954746246338j),(319.6754280726115-2.231933981180191j),(2.5595214538329967-0.24482279809684285j),(0.1682904330721338-0.12692821700465437j),(0.07345631488845779-0.00029772389188931057j),0.04618610336751238,0.07193787056034481,24.0,2008.0
118,(828.8761774698893-25.394014080365498j),(322.8415594100952-2.038497825463613j),(2.528980509070481-0.2402385237013922j),(0.16490383017739912-0.125817224682048j),(0.06944664968998823-0.00035942664180601863j),0.04624136663986422,0.06934916902797013,24.0,2008.0
120,(831.7324536641439-25.588544348875683j),(319.60943301518756-2.272101859251658j),(2.563722666237052-0.24101574269607942j),(0.16756978879559373-0.12693475283232625j),(0.0712755064228637-0.001030252882976604j),0.04773737014313117,0.0703395836124857,24.0,2008.0
122,(830.5975532531738-25.62037467956543j),(320.63128932317096-1.9512261549631755j),(2.5506202719260735-0.24785989248340834j),(0.16644348195277137-0.12512153592498948j),(0.06985111825479498-0.0006924917655042246j),0.04942748343638816,0.0695498357572787,24.0,2008.0
124,(831.771915435791-25.85688046614329j),(319.49896510442096-1.903087188800176j),(2.5622753926392585-0.24338573957892762j),(0.1690600728545478-0.12838281573554977j),(0.07444601839494613-8.659706529838084e-05j),0.04838334154876506,0.06973812701544792,24.0,2008.0
126,(829.7174479166666-25.310048798720043j),(321.53417921066284-2.8404537538687387j),(2.5443996504814885-0.23822047559696366j),(0.16786908919552265-0.12425103360106483j),(0.06782690172606945-0.0008533866757451804j),0.04747841688797768,0.06488297170955903,24.0,2008.0
128,(831.8682276407877-25.515807151794434j),(319.5292857487996-2.1163509090741477j),(2.5619768420983067-0.24383001848988806j),(0.16779122202288257-0.12709984657680784j),(0.0729877740400212-0.0006591816224204085j),0.048037510039299486,0.07012511424776673,24.0,2008.0
130,(829.4618657430013-25.712174773216248j),(322.06058104832965-1.9719031850496929j),(2.535617941689171-0.24583415950819185j),(0.16632090773629918-0.12548776742004342j),(0.0691952657217458-0.0010138164585718626j),0.04770362110518304,0.06859813037774799,24.0,2008.0
132,(831.6674461364746-25.596488813559215j),(320.00029548009235-2.0245130757490792j),(2.5533457479508104-0.24224760795185504j),(0.16712612449307981-0.12851611390303536j),(0.07233679410988932-0.0003931546691838171j),0.048086960073381944,0.0697134641311117,24.0,2008.0
136,(829.22283299764-26.07563962539037j),(322.25880734125775-1.6542805631955464j),(2.535469481490878-0.24514633299658528j),(0.16527484799180853-0.12504646587876292j),(0.06805069659487475-0.0011820057224896155j),0.04815104655957722,0.06772207819825936,24.0,2008.0
138,(832.9384752909342-25.580327212810516j),(318.3277910550435-2.29110649228096j),(2.572130198316692-0.24382332296603806j),(0.1678736349598575-0.12489713552575032j),(0.0724640428419959-0.0009795513841494353j),0.04754728174038817,0.07318009891168203,24.0,2008.0
140,(829.9710032145182-25.581486642360687j),(321.4314721425374-1.594284216562907j),(2.543644899266409-0.24483540410205762j),(0.16601180690695846-0.1262646763471334j),(0.06829843738744043-0.00012289218241310365j),0.04759013382319219,0.06914272874669278,24.0,2008.0
142,(832.3754488627116-25.629399180412292j),(318.85753838221234-2.1243985493977866j),(2.571160880551315-0.24467758764787306j),(0.16752775370177778-0.1266890951717402j),(0.07425256215527451-0.00047596657328892146j),0.0476409209894885,0.07165247326552959,24.0,2008.0
144,(829.7444979349772-25.643400231997173j),(321.603723526001-2.0278612275918326j),(2.5408469619770733-0.24985674163115498j),(0.16423129013495197-0.12354044266399018j),(0.07035387832544444-0.0006956823364628939j),0.04764024061757782,0.06898277923910441,24.0,2008.0
146,(832.8408139546713-25.67539890607198j),(318.39243666330975-1.8731704652309418j),(2.5777122588362285-0.23976693047286543j),(0.1679091671091576-0.1270072592017769j),(0.07441160610797556-0.0009212012233234332j),0.048424369531773113,0.07249983749010006,24.0,2008.0
150,(829.7229715983073-25.503170132637024j),(321.05957142512005-2.158020625511805j),(2.548918367429409-0.2481555612337734j),(0.16533542302583965-0.12300216271085022j),(0.06763133970930087-0.0006307038134498981j),0.04893386185534073,0.06795990180113623,24.0,2008.0
152,(832.1556701660156-26.096732258796692j),(318.5870526631673-1.7879438698291779j),(2.5734878847537606-0.24929203085977283j),(0.16760131840825065-0.12759005689112382j),(0.07167170495668719-0.0003113459647910625j),0.04943074564871872,0.0701407541984291,24.0,2008.0
154,(830.1709009806315-25.903627574443817j),(320.75320768356323-1.8484389980634053j),(2.5520816717640784-0.25001737711516026j),(0.16726587404179852-0.12455756651174825j),(0.06956872432030978-0.000757543464040068j),0.049323007176718225,0.06895642914528509,24.0,2008.0
156,(832.3827145894369-25.91543976465861j),(318.5381135940552-1.5638072788715363j),(2.5722145917340233-0.24733227453859843j),(0.16810702488687554-0.12753945424456592j),(0.07250451993694934-0.00047728115600941396j),0.04974822543014387,0.07112993844977841,24.0,2008.0
158,(830.1284230550131-25.906315048535664j),(320.80157979329425-1.9379257361094158j),(2.54771806913623-0.24911364331444133j),(0.16796815804779977-0.12401133727629747j),(0.0710512725048247-0.0004717944846986944j),0.04912202877042455,0.06890956847456893,24.0,2008.0
160,(833.0421727498373-25.654911915461224j),(317.930215994517-2.08412038286527j),(2.5840635459612606-0.24326636517751266j),(0.1684406846355563-0.12700692575682343j),(0.07499519230501195-0.0012831964386386108j),0.04988486594475391,0.07198302765125617,24.0,2008.0
162,(830.1399154663086-25.686275839805603j),(320.96491320927936-1.7771519720554352j),(2.546911498470088-0.24713496471066487j),(0.16574302663556018-0.1264024619028796j),(0.06900253283016225-0.00029331487505258267j),0.047859449246718755,0.06977255608528674,24.0,2008.0
164,(832.7874425252279-25.92026885350545j),(318.3484223683675-1.6927602291107178j),(2.578548951681694-0.24818041331661578j),(0.16564307956625707-0.12859860925960373j),(0.07134331752883286-0.000301775063594379j),0.04921638093217895,0.07146374397937286,24.0,2008.0
166,(829.8635609944662-25.845604022343952j),(321.3142097791036-1.8485226531823475j),(2.547485878910475-0.24614840706996496j),(0.16434069533147347-0.1252456520661587j),(0.06796593124658293-0.0001529607192611436j),0.04887229013423192,0.06876809153866811,24.0,2008.0
168,(832.7916170756022-25.63045148054759j),(318.2508447964986-2.0898795127868652j),(2.577724380620557-0.2417586118421985j),(0.16842350408413587-0.12707612342095664j),(0.07207253700449659-0.0013943346796250488j),0.04994593893656341,0.07088704261645878,24.0,2008.0
170,(829.1429786682129-25.647430459658306j),(321.8425518671672-2.243799020846685j),(2.539168068800357-0.24497047335441233j),(0.1657712026562273-0.12433569713523689j),(0.06750607420334195+0.00011819134227647888j),0.048296439195350184,0.0673151471016695,24.0,2008.0
172,(832.7490526835123-25.782665530840557j),(317.8442265192668-2.1215670903523765j),(2.5809264809268075-0.2441821089557776j),(0.1681556334980904-0.12703592280814455j),(0.07042683189031593-0.0006974141821742425j),0.048969605147940264,0.07178168505217358,24.0,2008.0
174,(829.855297088623-25.52811203400294j),(321.30018949508667-2.381820410490036j),(2.545046626340297-0.24285548646252883j),(0.16661810164687288-0.12395499016934168j),(0.06912966795774754-0.0013422743060616707j),0.04814709226602492,0.0684158918231915,24.0,2008.0
176,(833.1927210489908-25.940326650937397j),(317.5995313326518-1.6903660992781322j),(2.5836714628724953-0.251527056397118j),(0.16629661380000418-0.12765840623926386j),(0.0738596023350596-0.0006909910028165177j),0.05022937602514057,0.0718319241428618,24.0,2008.0
178,(830.2621154785156-25.68182458480199j),(320.91788387298584-2.150631288687388j),(2.5476644955555003-0.2469286861302293j),(0.16763497450016038-0.12490090024333396j),(0.06995047664085784-0.000742858937555527j),0.04845430020206581,0.06777935051052719,24.0,2008.0
180,(832.2930857340494-25.86149076620738j),(318.64393758773804-1.9334810972213745j),(2.5728857933381675-0.24177274739400986j),(0.16898036197276733-0.1276418934646318j),(0.07484453512582681-0.00042177651193639427j),0.04971526662508074,0.07139027154395669,24.0,2008.0
182,(829.1244138081869-25.47906744480133j),(321.9716634750366-2.3400811751683555j),(2.539030198223957-0.24138485431345838j),(0.16691201352929919-0.12541986915311815j),(0.069632300617652-0.0014826749401169754j),0.048680252933283895,0.06583444846364324,24.0,2008.0
184,(832.5926246643066-25.734924753506977j),(318.2429404258728-1.7001042862733204j),(2.574059793497118-0.24350697377049965j),(0.1682818139204378-0.12762387391953198j),(0.07308681919534803-0.0009198402779032356j),0.04913216601843565,0.0724518691988788,24.0,2008.0
186,(830.1092694600424-25.432327310244244j),(320.5961176554362-2.306602497895559j),(2.552150456828819-0.2429051932164389j),(0.16741888174324152-0.12423061443639505j),(0.06918111775815151-0.0013915387475615121j),0.049918728983506716,0.06876463309502395,24.0,2008.0
188,(833.0737635294596-25.86693290869395j),(317.9306263923645-2.1010837654272714j),(2.580040695479913-0.24398277100520996j),(0.16675095103326973-0.12760447784812248j),(0.07404313027391637-0.0010805497935041737j),0.04920968322529825,0.07304025099509703,24.0,2008.0
190,(830.4517491658529-25.7771000067393j),(320.3005065917969-1.9968101183573406j),(2.5562022544640297-0.24826586781668514j),(0.16555904810301225-0.12395786448887221j),(0.06900211939588294-0.0001214471737362572j),0.04943664953959983,0.06892300885560772,24.0,2008.0
192,(833.2286694844564-25.791770219802856j),(317.60536400477093-1.84304545323054j),(2.5838385795881793-0.2470545992785906j),(0.1683679634642042-0.12660279774177255j),(0.07337320172461959-0.0011338927925765368j),0.049506316165593846,0.07251082944035009,24.0,2008.0
194,(830.2080637613932-25.571032722791035j),(320.46338176727295-2.262428750594457j),(2.553532054459501-0.2483806256841645j),(0.1656318663015393-0.12489425433612293j),(0.06874367333068189-0.00042156134644320093j),0.0494033398878437,0.06864846238725138,24.0,2008.0
196,(833.0569114685059-25.912872473398846j),(317.8694265683492-1.7646018366018932j),(2.5788254634788284-0.2459814490988587j),(0.16918978996957432-0.1282174073623969j),(0.07526587841637772-0.0008327158003330774j),0.04865176277959679,0.07201762091170956,24.0,2008.0
198,(830.696055094401-25.68327784538269j),(320.68392276763916-2.2025018632411957j),(2.556378969077633-0.24482392284309937j),(0.1645996885517083-0.1253595237871447j),(0.06997611503347043-0.000988734188148448j),0.04915501980244644,0.06913086863703587,24.0,2008.0
200,(833.3860994974772-25.69010845820109j),(317.6492323875427-1.7105377117792766j),(2.581720692020827-0.24422461484986321j),(0.16694661448317138-0.12831829647670048j),(0.07429834989581535-0.0006123969845585619j),0.049165755683712876,0.07316993618002728,24.0,2008.0
202,(830.2348988850912-25.659874975681305j),(320.96132946014404-1.8385343849658966j),(2.548994220513174-0.24531782734603017j),(0.1666675411979506-0.12524528134545976j),(0.06903211720623062-0.0008627396336972512j),0.04870161283727028,0.06859455507457586,24.0,2008.0
204,(833.4587961832682-25.936967809995014j),(317.4467477798462-1.948593278725942j),(2.5901093034342413-0.24611704217427832j),(0.1678938471766326-0.12767135803912058j),(0.07357017925514146-0.0006324889005028586j),0.04923427342088277,0.07277120733743579,24.0,2008.0
206,(830.7298736572266-25.63381604353587j),(320.3769564628601-2.1476328472296395j),(2.5582732362537906-0.24465276620600693j),(0.16785304157309736-0.12559847153379008j),(0.06799917722439107-0.00023975839527352403j),0.0488567734576694,0.06871570767989431,24.0,2008.0
208,(834.2502504984537-25.782043039798737j),(316.90119155248004-1.9683431088924408j),(2.591469706983696-0.24526784520169587j),(0.16756075544878138-0.12785135498708328j),(0.0738919255893733-0.0022715608421711407j),0.0505475864921389,0.07270866794574943,24.0,2008.0
210,(830.9048055013021-26.250163316726685j),(320.0933680534363-1.3543581267197926j),(2.5588515838387775-0.25481409797378946j),(0.1665165816225599-0.125607380000332j),(0.06853728894731782-0.0014143309599578347j),0.0506497585783765,0.06853536104799454,24.0,2008.0
212,(833.9674873352051-25.68097945054372j),(316.9971990585327-1.9092723031838734j),(2.5893271903552635-0.24208819024656572j),(0.16809696165720997-0.1273388432452144j),(0.0731434966384768-0.0003471553574999073j),0.050118814742107526,0.07301041089661342,24.0,2008.0
216,(831.1108907063802-25.40852169195811j),(320.30835167566937-2.1096361180146537j),(2.560150895365119-0.24633148304840422j),(0.16548890465882934-0.12504719627792266j),(0.06851270484609889-0.0008687609267526703j),0.04913242687695094,0.0693303248319639,24.0,2008.0
218,(834.0978304545084-25.55803636709849j),(316.9879900614421-1.872621238231659j),(2.5901365590962686-0.24708247001021832j),(0.1683137430820194-0.12717843898473155j),(0.0742192730109816-0.0009123125686567222j),0.049792567319026114,0.07343650361620202,24.0,2008.0
220,(830.5811004638672-25.461020946502686j),(320.6123827298482-2.3005631367365518j),(2.5533446160277546-0.24107536751680395j),(0.16537293393885422-0.1257061065425141j),(0.06887464843742787-0.0015984002743707369j),0.049633135916243465,0.06881429671018138,24.0,2008.0
222,(834.1612536112467-25.62514527638753j),(317.1585529645284-1.7160553932189941j),(2.586758463033226-0.2491607447203987j),(0.16742792772440548-0.12670045560586957j),(0.07383032006917888-0.0009717860810957594j),0.0498653780666,0.0732133898164959,24.0,2008.0
224,(830.7823588053385-25.622284332911175j),(320.5346023241679-1.8097943564256032j),(2.5545456152364543-0.2523330830664849j),(0.1674764294016877-0.12472906312721947j),(0.07042967569726441-0.00019575403365867583j),0.048921290356402275,0.06883931362761586,24.0,2008.0
226,(834.2816696166992-25.564226190249126j),(317.06423203150433-2.184652864933014j),(2.5901507467743254-0.2382720639513377j),(0.16869213612446018-0.12713410020773513j),(0.07643066824180011-0.0015393110434882811j),0.049811932785538866,0.07459618605206403,24.0,2008.0
228,(831.0113639831543-26.10934555530548j),(320.3765082359314-1.9916507701079051j),(2.5545517801863835-0.25141551776482757j),(0.16612342842004468-0.12574347106579087j),(0.0703643958114119-0.0009496900773540984j),0.04975125749803475,0.06863892419996058,24.0,2008.0
230,(834.2439231872559-25.431629816691082j),(317.0686710675557-2.0974858502546945j),(2.593388453799496-0.2409822389917092j),(0.168087557953572-0.12721379263297164j),(0.07532382686802407-0.0010452806248444316j),0.04850673488997184,0.07458309776342148,24.0,2008.0
232,(831.2703793843588-25.801482637723286j),(320.10335572560626-1.660224437713623j),(2.5575390098225985-0.24861685654140084j),(0.1674384525948148-0.12598123011842263j),(0.06969219543918001-0.00029061611782021306j),0.049159181962981614,0.06906734479973246,24.0,2008.0
234,(834.451535542806-25.36554964383443j),(316.78403520584106-2.127114693323771j),(2.5947961233559025-0.24321644525121208j),(0.16813651190261902-0.12676923053390643j),(0.07353630453866333-0.0005313258383271905j),0.050023074203339506,0.0736638387977965,24.0,2008.0
236,(831.31329981486-25.96231536070506j),(320.23038641611737-1.6670767267545064j),(2.5584336820936078-0.24623843142821178j),(0.16737591822610043-0.12561740409150712j),(0.06841783660206872-0.0005150058942793395j),0.04970808709656558,0.06830006146095657,24.0,2008.0
238,(834.7004534403483-25.773715019226074j),(316.6105655034383-1.690598577260971j),(2.59338390317157-0.2423557176908895j),(0.16882120809746204-0.12973217222492667j),(0.0746556414896238+0.00010713391650645698j),0.05020469043786587,0.07371885821597624,24.0,2008.0
240,(831.430103302002-25.990116854508717j),(320.0822699864705-1.6954435308774312j),(2.5577928905146274-0.24926270168111864j),(0.16817172130991384-0.1257900681946289j),(0.07053239214490672-0.00011742474447775216j),0.04895066080383533,0.06963267386152323,24.0,2008.0
242,(834.8618914286295-25.567972779273987j),(316.29009532928467-2.219349672396978j),(2.6014678675809395-0.24200472637226175j),(0.1678998161912305-0.12722700947568963j),(0.07567048109108016-0.0005229263926813806j),0.04975857340773159,0.07465617760875586,24.0,2008.0
244,(831.1795908610026-25.526014407475788j),(319.9500557581584-2.4610382119814553j),(2.563463809534327-0.24540453522979j),(0.1666248746227563-0.1253132786843515j),(0.06927261860952866+0.00011524786757659783j),0.049808396255372756,0.06902298762939403,24.0,2008.0
246,(834.8164901733398-25.504191716512043j),(316.4580326080322-1.9472389022509258j),(2.5985689632818456-0.24675847399829062j),(0.16795295547715805-0.1260578752967006j),(0.07134715916504293-0.00011051964077348309j),0.04968675503783295,0.07355425821939737,24.0,2008.0
248,(831.4194984436035-25.850924889246624j),(320.02821858723956-2.151706258455912j),(2.564099743255289-0.24785495308983463j),(0.16576016550094555-0.1265719004966023j),(0.06899063757209671-0.001279761489103582j),0.05059411389974348,0.06858328460478416,24.0,2008.0
250,(835.0508079528809-25.451314290364582j),(316.0411961873372-2.3597435355186462j),(2.5990194661411246-0.2371397913008243j),(0.17025082665318333-0.12603335752924708j),(0.07508560653822574-0.00020588392741238608j),0.04995005707049774,0.0746229428074614,24.0,2008.0
252,(831.8648910522461-25.560084025065105j),(319.4053659439087-2.1586370368798575j),(2.5681802796408317-0.24725454283299145j),(0.16785465803887709-0.12475250625447336j),(0.07048139714978928-0.0018331575721016338j),0.04984421041201089,0.07014070107890119,24.0,2008.0
254,(834.9892539978027-25.63443950812022j),(316.3405566215515-1.9607707858085632j),(2.603747439221356-0.24331387872046875j),(0.16777921920646333-0.12673308549130521j),(0.07459955121554702-0.0006850554755749844j),0.050282564251258356,0.07360391142336822,24.0,2008.0
256,(831.9024925231934-25.413904945055645j),(319.4961932500203-2.0355511705080667j),(2.568251433833561-0.24902573478792714j),(0.16720372948161585-0.12545870612302046j),(0.06892824417840061+0.0005034706698643414j),0.05006270229203594,0.06979118038789997,24.0,2008.0
258,(834.9075482686361-25.751813292503357j),(316.1266638437907-1.9538588325182598j),(2.5996169446665793-0.24694258646240344j),(0.16824479087535205-0.1276898159955654j),(0.07556893235589938-0.0005725011917644149j),0.049920077819046636,0.074642062777058,24.0,2008.0
260,(831.774481455485-25.793954769770306j),(319.65424903233844-1.909957339366277j),(2.5598366372050516-0.24528802446595543j),(0.16970830942990936-0.12476769868344896j),(0.07121491308221316-0.0012473092297701693j),0.04921445916482306,0.06990836301107425,24.0,2008.0
262,(835.6160430908203-25.330562512079876j),(315.7238960266113-2.406555990378062j),(2.6095312950301834-0.23908215797502053j),(0.16808721925887105-0.12732869764494323j),(0.07461618209357643-0.001435574950395926j),0.05007996435013632,0.07547710929281527,24.0,2008.0
266,(836.4569358825684-25.714622457822163j),(314.5929231643677-1.7980133195718129j),(2.6190619218651534-0.2484697773848807j),(0.17049408018126136-0.12741683744936438j),(0.07443167022672803-0.00038489121143076374j),0.054692185026359336,0.07464599360022733,24.0,2008.0
268,(839.7293014526367-25.3755784034729j),(311.17918634414673-1.9752492010593414j),(2.6615711888933573-0.24036449302883503j),(0.16846545954708025-0.1290563191165114j),(0.0812440296031164-0.0005991892477376006j),0.05487320211540928,0.07934403644117197,24.0,2008.0
